timestamp,latitude,longitude,altitude_m,ground_speed_mps,heading_deg,battery_percent,gps_satellites,roll_deg,pitch_deg,yaw_deg,signal_rssi_dbm,temperature_c
2026-06-11T08:00:00,21.029273,105.8591608,84.48,13.34,311.92,93.74,15,-11.4,7.81,311.92,-77,34.8
2026-06-11T08:00:02,21.0291994,105.8590939,84.96,13.45,308.09,93.68,15,-7.84,-2.08,308.09,-50,36.0
2026-06-11T08:00:04,21.0291925,105.8591625,86.26,12.66,309.1,93.6,14,-12.8,-5.74,309.1,-76,27.3
2026-06-11T08:00:06,21.0291684,105.8590935,85.5,12.32,309.79,93.54,14,3.35,9.74,309.79,-51,34.0
2026-06-11T08:00:08,21.0291952,105.8591023,86.79,11.68,306.02,93.43,13,7.27,-6.89,306.02,-74,35.3
2026-06-11T08:00:10,21.02923,105.8590548,87.19,11.31,312.5,93.36,12,-12.23,-1.53,312.5,-75,25.7
2026-06-11T08:00:12,21.0292034,105.8589958,88.63,10.77,315.79,93.3,11,-11.64,8.9,315.79,-48,40.4
2026-06-11T08:00:14,21.0292107,105.8590493,88.88,10.2,312.73,93.26,10,11.97,-5.8,312.73,-77,36.3
2026-06-11T08:00:16,21.0291873,105.8590589,90.01,10.96,319.54,93.17,10,10.94,9.52,319.54,-81,40.0
2026-06-11T08:00:18,21.0291113,105.8590967,89.5,11.65,325.36,93.07,10,-7.0,5.75,325.36,-86,31.5
2026-06-11T08:00:20,21.0290375,105.8590921,88.6,12.32,330.49,93.01,10,-8.31,3.2,330.49,-67,30.6
2026-06-11T08:00:22,21.0290957,105.8591668,87.94,12.55,338.19,92.95,10,13.18,-7.69,338.19,-76,28.0
2026-06-11T08:00:24,21.0291698,105.8591292,86.76,12.44,335.21,92.86,9,-3.44,1.53,335.21,-76,25.8
2026-06-11T08:00:26,21.0291595,105.8591324,87.68,12.74,339.0,92.75,9,-4.07,-8.6,339.0,-50,40.7
2026-06-11T08:00:28,21.0291792,105.8591586,86.56,13.38,341.67,92.68,9,-2.93,-4.09,341.67,-84,28.3
2026-06-11T08:00:30,21.0292056,105.8591392,87.3,12.86,340.17,92.6,8,-5.88,-5.8,340.17,-55,35.3
2026-06-11T08:00:32,21.0291772,105.8591299,87.83,12.88,347.53,92.5,8,4.77,-4.32,347.53,-50,35.8
2026-06-11T08:00:34,21.0291508,105.8591809,88.58,13.15,342.71,92.46,8,-13.61,9.68,342.71,-53,39.4
2026-06-11T08:00:36,21.0290825,105.8591672,88.97,12.66,342.62,92.37,8,-10.57,3.75,342.62,-86,38.2
2026-06-11T08:00:38,21.0290375,105.8592158,89.56,12.61,349.3,92.29,8,-1.31,6.03,349.3,-50,34.0
