timestamp,latitude,longitude,altitude_m,ground_speed_mps,heading_deg,battery_percent,gps_satellites,roll_deg,pitch_deg,yaw_deg,signal_rssi_dbm,temperature_c
2026-06-11T08:00:00,21.029698,105.855917,114.94,8.75,123.94,89.9,21,2.34,-5.75,123.94,-50,33.2
2026-06-11T08:00:02,21.0297536,105.855893,115.11,8.13,119.56,89.85,22,10.35,9.49,119.56,-53,35.4
2026-06-11T08:00:04,21.0297764,105.8558172,116.4,8.66,114.45,89.8,22,12.65,-2.98,114.45,-81,39.8
2026-06-11T08:00:06,21.029787,105.8558013,115.32,8.87,118.38,89.78,22,-3.71,-0.93,118.38,-82,31.3
2026-06-11T08:00:08,21.0298225,105.8558456,115.53,8.21,112.9,89.75,21,5.22,-4.56,112.9,-50,32.2
2026-06-11T08:00:10,21.0298396,105.8558319,114.67,8.23,106.68,89.7,22,0.81,-3.83,106.68,-78,31.7
2026-06-11T08:00:12,21.0298555,105.8557531,114.08,7.77,102.76,89.66,22,-11.4,-0.05,102.76,-65,28.0
2026-06-11T08:00:14,21.0298363,105.8557857,114.08,8.3,95.92,89.56,21,-1.91,-0.8,95.92,-88,39.7
2026-06-11T08:00:16,21.0298484,105.8557974,114.71,8.17,88.25,89.53,21,-9.84,8.95,88.25,-63,39.1
2026-06-11T08:00:18,21.0299156,105.8557315,115.74,7.76,88.64,89.45,22,11.12,4.92,88.64,-78,30.7
2026-06-11T08:00:20,21.0298625,105.8557332,114.58,7.77,86.23,89.34,22,-7.91,-7.07,86.23,-80,27.9
2026-06-11T08:00:22,21.029807,105.8557747,113.31,8.5,85.65,89.26,23,5.43,7.64,85.65,-51,35.8
2026-06-11T08:00:24,21.0298269,105.855833,113.69,7.94,84.72,89.23,23,8.89,1.83,84.72,-70,33.6
2026-06-11T08:00:26,21.0297965,105.8558253,112.36,8.47,90.55,89.21,22,3.45,0.14,90.55,-63,34.9
2026-06-11T08:00:28,21.0298692,105.8558635,110.98,9.12,85.56,89.13,23,0.04,9.15,85.56,-64,26.8
2026-06-11T08:00:30,21.0299331,105.8558384,111.63,9.13,81.53,89.09,24,14.73,0.48,81.53,-53,27.7
2026-06-11T08:00:32,21.0299127,105.8558037,111.35,8.87,86.16,89.01,24,-13.02,-8.11,86.16,-49,31.6
2026-06-11T08:00:34,21.0298731,105.85586,112.75,9.04,79.46,88.98,24,12.5,-3.8,79.46,-51,36.9
2026-06-11T08:00:36,21.0298558,105.8558752,114.06,8.73,84.13,88.92,24,5.1,6.58,84.13,-49,40.5
2026-06-11T08:00:38,21.0297907,105.8559024,114.09,7.96,91.34,88.87,24,13.43,-0.27,91.34,-78,42.0
