timestamp,latitude,longitude,altitude_m,ground_speed_mps,heading_deg,battery_percent,gps_satellites,roll_deg,pitch_deg,yaw_deg,signal_rssi_dbm,temperature_c
2026-06-11T08:00:00,21.0339084,105.8445544,84.06,8.34,15.03,88.84,18,-6.68,-3.8,15.03,-60,40.7
2026-06-11T08:00:02,21.0339843,105.8444992,83.54,8.48,17.42,88.75,17,-5.69,-1.25,17.42,-77,26.0
2026-06-11T08:00:04,21.0339181,105.8444887,83.4,8.66,21.29,88.7,17,-11.42,4.16,21.29,-48,25.2
2026-06-11T08:00:06,21.0339175,105.8444642,83.45,9.17,19.24,88.65,17,6.99,-7.64,19.24,-91,30.7
2026-06-11T08:00:08,21.0339062,105.844468,82.74,9.93,19.18,88.57,17,-13.34,7.19,19.18,-82,31.3
2026-06-11T08:00:10,21.033867,105.8444045,82.96,10.29,19.32,88.52,16,10.76,-9.75,19.32,-90,33.0
2026-06-11T08:00:12,21.0338483,105.8443485,84.25,10.86,25.94,88.45,17,-8.26,-5.03,25.94,-72,29.6
2026-06-11T08:00:14,21.0337808,105.8443282,84.26,11.5,30.81,88.41,16,13.62,-8.62,30.81,-63,39.7
2026-06-11T08:00:16,21.0338245,105.8442979,83.02,11.43,27.48,88.35,16,7.19,-5.15,27.48,-69,35.1
2026-06-11T08:00:18,21.0338235,105.8443415,82.1,12.07,23.4,88.26,15,12.97,-9.52,23.4,-58,30.9
2026-06-11T08:00:20,21.0338778,105.8444018,83.46,11.28,28.99,88.17,15,-11.88,0.6,28.99,-77,32.1
2026-06-11T08:00:22,21.0339516,105.8444774,82.38,10.92,24.69,88.15,16,6.03,-2.55,24.69,-87,34.9
2026-06-11T08:00:24,21.0339525,105.8444994,82.07,11.07,27.29,88.12,16,-7.9,-4.78,27.29,-72,40.7
2026-06-11T08:00:26,21.0339353,105.8445525,81.54,11.0,34.38,88.08,16,8.4,1.69,34.38,-83,26.8
2026-06-11T08:00:28,21.0339273,105.8445227,80.41,10.77,33.62,87.98,17,-7.05,-7.6,33.62,-82,38.7
2026-06-11T08:00:30,21.0338959,105.8445555,80.72,10.31,27.99,87.88,17,14.05,-2.08,27.99,-89,36.5
2026-06-11T08:00:32,21.0338576,105.844634,79.31,10.16,31.96,87.81,17,-12.16,-7.96,31.96,-84,27.1
2026-06-11T08:00:34,21.0337874,105.844679,78.48,9.68,34.94,87.75,16,2.47,-4.82,34.94,-88,25.4
2026-06-11T08:00:36,21.0337177,105.8447434,78.31,9.08,40.21,87.64,16,-11.32,8.85,40.21,-89,27.9
2026-06-11T08:00:38,21.0337296,105.8447948,77.99,8.33,34.97,87.55,16,12.25,-4.5,34.97,-64,40.0
