timestamp,latitude,longitude,altitude_m,roll_deg,pitch_deg,yaw_deg,ground_speed_mps,air_speed_mps,battery_voltage_v,battery_current_a,battery_remaining_pct,gps_satellites,flight_mode,rssi_pct,motor_rpm,esc_temp_c,distance_to_home_m,vertical_speed_mps,wind_estimate_mps
2026-01-01T08:00:00,21.02912772836324,105.85426845305018,82.29511279971638,8.58440057074915,3.4423955284378867,358.0116256763631,12.945495380880573,12.634850070315197,16.770826122732498,10.546522644662522,99.30939562812088,22,GUIDED,87,5757,39.39977636102206,70.09091621321198,-1.3501879228052776,0.3184236867738305
2026-01-01T08:00:01,21.02911288220301,105.85428096193124,82.65881255361786,12.255337896763443,1.4256944197881278,5.299172518131785,13.853793783872025,13.68652906872593,16.757936082987424,13.196233123247435,98.852241890685,18,AUTO,74,7093,33.54221301296294,68.62093518455401,0.6055432009546715,1.2895828838081185
2026-01-01T08:00:02,21.02912031435904,105.85425359780658,83.43906794663762,4.934971336628294,-6.446369992518955,6.469874664383186,12.308261535703497,12.401840938932226,16.728203166530662,10.416819725982526,98.41328016482093,20,AUTO,93,7090,36.69604841302837,69.11144080886267,-0.34189832534514153,4.451030988031599
2026-01-01T08:00:03,21.02914332289803,105.85423552083478,82.97133546786431,9.964271691547534,1.2480452470097312,10.587580423302118,13.032386516209039,13.588204189389414,16.700894241405827,11.049315109005056,98.04837691673227,20,AUTO,71,6614,39.03473533092548,71.51760931346973,0.4061943466949378,0.12400028137932007
2026-01-01T08:00:04,21.029154384575104,105.85421169621998,82.73882399129037,-4.020895622397445,-6.612380236463191,14.687756340950443,13.96656585259161,13.704772788345032,16.67573103915507,9.762162597050738,97.70982776866279,22,AUTO,88,5728,37.74163446975637,72.6482893941221,0.6700658146437726,1.0294053234083322
2026-01-01T08:00:05,21.029177835974195,105.85419745586236,83.29643498998101,5.3073644498012165,8.948558589943772,18.238113149275094,13.372945920855544,13.05869797136995,16.65538622971562,14.6605289953252,97.23947515406184,20,GUIDED,99,6417,38.22940309773426,75.2403231016208,0.3335531258005777,0.9410465387228306
2026-01-01T08:00:06,21.029154531620126,105.85417330706376,83.82150947298115,-7.298367192533664,1.9287825169779182,23.01295377088722,11.679837785835995,11.772842342178755,16.639516636882597,13.194542747054623,96.67219171731193,14,LOITER,72,5724,40.45572510526779,72.71340116295723,0.4593449999523016,3.8185673981984336
2026-01-01T08:00:07,21.02916022318631,105.85417029810309,83.65359355943076,-4.572475698531198,-5.0240522673479155,29.153109171935547,10.083174463814718,9.971623745001136,16.613759928258965,10.069828122167706,95.88447914523877,15,GUIDED,90,6052,42.37730986345451,73.35889634251636,-0.48838867462224567,4.958088514785718
2026-01-01T08:00:08,21.029138915493853,105.85418650052867,83.60655543819111,-2.2955125974560726,-7.0017558447722745,33.32777848399223,10.190216562798458,10.329195941665844,16.58539187444543,9.966713826303378,95.57746443348422,21,AUTO,73,7028,34.809067752683816,70.93544813032183,1.226571793536849,1.7031413988188926
2026-01-01T08:00:09,21.029111669520255,105.85420598279889,83.47478644785035,5.141660707258186,-6.120367771715505,36.48481075225357,10.281568082212637,9.566283571241968,16.559669979015148,10.655793863966633,95.22472662463827,16,LOITER,90,5911,40.3402557240228,67.89856443811891,-0.03784573590400986,2.390333004568415
2026-01-01T08:00:10,21.029108751840347,105.85418823420605,83.78766604663691,-11.422670692927383,-6.61531979541544,39.14218628042734,12.697999692562938,12.792322067589557,16.536519500653657,13.097285168112757,94.68106509495733,20,LOITER,82,6337,40.561189299539315,67.58407414083884,-0.5366645251583056,3.282347248622051
2026-01-01T08:00:11,21.029081860404656,105.8542004157726,84.07502747081361,11.57222067074417,5.240479743237749,44.633568228364375,11.509116033098007,11.203843228017165,16.507274676639003,13.654042011691612,94.17854804219473,19,GUIDED,79,7045,40.27060451393416,64.58652140533589,-0.5097624809451875,3.0960850613331425
2026-01-01T08:00:12,21.029055551750872,105.85417821776119,84.63140877338492,-10.023780658981284,0.836080327556779,46.20023621883296,10.83470727123784,11.279811946180313,16.492500920463165,11.518133446871813,93.57673322251638,20,GUIDED,81,6191,38.603650208977335,61.71362561479875,0.8949683644150395,0.03379643922573228
2026-01-01T08:00:13,21.029029259415726,105.85416201590148,84.73309901269937,-14.481069706674097,-0.2248868572952354,50.00349217904687,12.839338965236067,12.913237073444485,16.470755356892067,12.988199438841075,92.79869600288443,15,AUTO,82,6994,32.807089523327164,58.898897031178784,-0.4623361751493653,2.1022802838547494
2026-01-01T08:00:14,21.028999640617805,105.8541446897552,84.12547932520243,5.9992696279566005,8.996405378287104,54.930188640402285,10.759173575753543,9.979952023839841,16.447003479686497,13.615935756028364,92.26078074167884,16,GUIDED,72,6312,41.39677254447051,55.798891853595265,-1.4832731445711245,1.9817766845573748
2026-01-01T08:00:15,21.02898105233916,105.85411910557725,84.90978406528342,-6.784057145623379,-4.195110664293972,58.152175157220036,13.699813553185695,13.466189866323683,16.428178023188245,12.836485120425007,91.46418959296237,21,AUTO,98,6510,37.42448864417261,54.146530510843924,0.2663015425581079,0.11352230273167063
2026-01-01T08:00:16,21.02897004307788,105.85413425434949,84.46173685554393,3.709756112971366,-5.747930092530426,63.60568647213143,12.157447935660361,12.983143554978229,16.415296866736117,9.082938823698786,90.70224711282594,15,AUTO,77,6106,36.06326121560392,52.68268449757695,1.3405105010755505,4.189786944367404
2026-01-01T08:00:17,21.028994669580783,105.8541440716769,84.15100384467716,-7.699031056568401,-8.010890895570315,68.20064977847663,12.063556442219502,12.407259318085181,16.393078712276644,9.29795088723731,90.08710581654583,14,GUIDED,74,6859,32.328081498613095,55.258155909870354,-0.06992996614019731,2.365885033477364
2026-01-01T08:00:18,21.029013011504325,105.8541210858177,83.55512255175469,-14.076472412409,7.544896648187731,71.78025352033862,10.60799281597221,9.667404068433925,16.369711593605007,13.908103630595022,89.4890355391009,14,GUIDED,70,7171,37.153785830713936,57.61405271003672,-0.4542262879893002,4.475546272328433
2026-01-01T08:00:19,21.029029973043052,105.8540971682224,83.01197427841053,-13.907978375367783,8.68392804457907,76.17120702640077,13.862469208669758,14.781173687009016,16.34525376004321,14.185233905241748,89.01965510602747,17,AUTO,90,5989,33.07077463110445,59.92414965801668,-0.051381816676119296,3.5688538351009624
2026-01-01T08:00:20,21.029012323108493,105.85409914507261,82.96176322584635,-12.560044056792101,5.444775539987194,78.41741616253773,13.438534818993885,13.547332836253096,16.322464896774097,14.478148158341291,88.35149912592586,16,LOITER,91,6058,42.49651180683975,57.95929426777575,-1.3856890103023503,0.7993210527288841
2026-01-01T08:00:21,21.029005233420826,105.85408525412011,83.66526400727449,-14.956645921885363,6.6338519554080335,82.84813887877334,11.771288645518187,11.450540979864403,16.30426468069663,10.564458442696427,88.0038570964909,22,LOITER,82,6812,37.76133757056715,57.50908034003173,0.6185947365725069,2.3428313282913638
2026-01-01T08:00:22,21.02903112940481,105.85407760191865,83.32902157264022,-9.828476093340104,-5.736873728020644,89.30451181350153,10.556417595585714,11.47983104207973,16.291523829237093,14.198158166529137,87.20586318564924,22,GUIDED,82,6953,38.42739490620214,60.50057367171286,-0.11226828886549067,4.501402472787018
2026-01-01T08:00:23,21.02905231224808,105.85410064720121,83.44975440138099,-7.023905933662293,-1.9130057898450943,92.05726065248705,12.045571286416035,12.923706219724632,16.264707626134857,9.86472471812599,86.58831229242881,15,AUTO,98,7277,33.925720624383,62.29066407773003,-8.269964110363404e-05,0.4722902345806351
2026-01-01T08:00:24,21.029024088764658,105.85409876362806,84.14741491294114,-0.524683704147046,9.946158403502693,97.2813630225884,11.313332677953811,10.530776191228187,16.2349693897386,10.31127382320679,86.23494174716556,14,GUIDED,87,7271,32.161581002005214,59.24924185475876,-1.0738040714431367,4.6082321643256146
2026-01-01T08:00:25,21.02903001510123,105.85410165365083,84.88953143491561,2.2851390061742087,5.9993816488338485,98.06953406657122,11.111770486139982,11.328902387822927,16.218657693254315,13.769184221310365,85.51377232214385,18,GUIDED,99,5864,35.97434606941574,59.83589971719742,0.08431561742474347,3.122563374520756
2026-01-01T08:00:26,21.02900420803303,105.85408380469958,84.34715014726622,-13.281608747419629,-6.573686974155826,103.39608614050614,11.88745730719781,11.285510341974199,16.19583552281022,13.900374249203592,84.73349534819276,19,AUTO,81,6687,41.08236318260393,57.434009578860255,1.298441987626199,2.413823327885845
2026-01-01T08:00:27,21.028974966030106,105.8541129933684,84.32534782090742,1.79004732013545,-8.51653362920629,109.3008645649247,10.774359041964441,11.627923891278856,16.167281252452252,10.932967007338707,84.13983086616722,20,LOITER,96,6982,41.582967201295574,53.59850641592856,-0.9338055574977048,1.9503203510577531
2026-01-01T08:00:28,21.028945552671512,105.85409970669289,84.91455426169124,7.3532510905878254,4.115506931599814,113.61640876587182,13.27499878435304,13.142776842015625,16.13938420146676,13.094118869462156,83.81910789035311,15,LOITER,89,7098,36.99524294863372,50.69382645071305,-1.176844714474906,3.1769807319912156
2026-01-01T08:00:29,21.028939225010376,105.85407750515539,84.8893873486058,4.7401122574490095,-0.5566818540572367,115.26034505085241,10.42927185768961,10.642712871860244,16.125594547276673,14.556711975875928,83.46157768864882,20,LOITER,83,7224,34.54494833020322,50.61449036492151,0.2786820317284362,3.446368229230257
2026-01-01T08:00:30,21.028910822331877,105.85405164775648,84.65390513583763,9.3933879952382,-4.096493521932006,119.73329406548086,10.947651567051658,10.026183840929571,16.10688730919504,13.853731383015742,83.0218596478322,17,LOITER,96,6335,37.82168985764876,48.483419662793885,0.5881043303299043,3.682414582777656
2026-01-01T08:00:31,21.028903852374746,105.85404309393356,84.61629416087237,12.287404866165758,3.9983520991201686,122.46679310806968,10.675209852953255,9.751313352810522,16.080063395300012,9.38430964476898,82.57000700123952,15,GUIDED,74,6351,36.95599872224072,48.0921196137305,-0.4468110151534401,1.5350777159694795
2026-01-01T08:00:32,21.02893365286521,105.85406336522325,83.90011491436846,9.1777176549996,-9.52303857754603,126.52691176308417,13.809450177742258,13.914055957578956,16.066075635804083,10.760659580588253,81.976422921017,17,AUTO,72,5920,38.31887567350142,50.46825535755741,0.925411008954836,0.13365380525671045
2026-01-01T08:00:33,21.028906906746393,105.85406544068864,83.20966064065803,2.38499532091404,3.6121276056565996,132.44867339862827,12.566320957086038,12.62934236917051,16.04789377829878,11.255660758261119,81.43110134012943,15,AUTO,71,6632,39.061988559320504,47.572184734783725,0.7079902656195918,2.0586683318631054
2026-01-01T08:00:34,21.028899923044513,105.85403545082593,83.7872297687349,4.7890668258580575,-8.397751797789962,137.41673992267317,10.680684884270539,11.025221388557128,16.031579064491574,11.110481350465808,80.70349651332481,15,GUIDED,90,6752,40.9369255467159,48.002189956490675,1.3024623548688092,3.88715708081858
2026-01-01T08:00:35,21.028914570019825,105.8540402045446,83.14892388628188,-7.797608818169702,-3.292324418696568,141.19415207309174,13.560106233985394,12.836458184960705,16.019364016419846,9.844544111572198,80.17018762688647,20,GUIDED,99,6581,38.97351748070122,49.31734982938089,-0.31960331624335936,0.24639650789542167
