timestamp,latitude,longitude,altitude_m,ground_speed_mps,heading_deg,battery_percent,gps_satellites,roll_deg,pitch_deg,yaw_deg,signal_rssi_dbm,temperature_c
2026-06-11T08:00:00,21.0358225,105.8527545,86.98,15.88,347.77,93.0,17,-12.8,-6.44,347.77,-76,34.5
2026-06-11T08:00:02,21.0358345,105.852711,86.25,15.7,346.7,92.92,16,-3.31,-7.63,346.7,-92,35.9
2026-06-11T08:00:04,21.0358534,105.8527519,86.51,16.02,353.55,92.89,15,-6.3,3.72,353.55,-54,26.5
2026-06-11T08:00:06,21.0358958,105.852742,86.19,16.28,354.08,92.82,15,7.4,5.94,354.08,-58,30.0
2026-06-11T08:00:08,21.0359173,105.8527096,87.36,17.02,356.45,92.72,14,1.61,1.1,356.45,-85,25.7
2026-06-11T08:00:10,21.0359289,105.8526927,87.5,16.36,0.31,92.67,14,-8.65,8.11,0.31,-60,27.4
2026-06-11T08:00:12,21.0358784,105.8527114,86.76,15.74,1.39,92.59,13,10.54,8.65,1.39,-57,32.8
2026-06-11T08:00:14,21.0358863,105.8526779,85.46,15.1,1.19,92.5,13,-4.29,3.43,1.19,-77,26.7
2026-06-11T08:00:16,21.0359054,105.8527419,84.91,15.02,358.08,92.41,13,1.97,-2.71,358.08,-72,41.3
2026-06-11T08:00:18,21.0358524,105.852712,85.77,15.36,354.5,92.33,13,-10.97,4.66,354.5,-62,32.9
2026-06-11T08:00:20,21.0358298,105.8526809,85.92,14.84,359.97,92.25,13,11.74,-6.07,359.97,-52,26.3
2026-06-11T08:00:22,21.0357619,105.8526039,85.95,14.09,358.45,92.17,13,12.19,1.03,358.45,-58,40.2
2026-06-11T08:00:24,21.0357682,105.8526285,84.89,13.92,359.89,92.06,13,-10.98,0.02,359.89,-87,31.7
2026-06-11T08:00:26,21.0357686,105.8526545,85.93,14.41,354.54,91.98,13,-1.61,-6.42,354.54,-56,36.2
2026-06-11T08:00:28,21.0358434,105.8526923,85.89,14.18,354.34,91.94,12,-7.07,-5.32,354.34,-50,28.5
2026-06-11T08:00:30,21.0359086,105.8526701,85.79,14.11,2.03,91.91,12,-11.9,9.37,2.03,-52,39.1
2026-06-11T08:00:32,21.0359622,105.8526322,85.93,13.59,359.88,91.83,11,0.5,-2.47,359.88,-78,33.8
2026-06-11T08:00:34,21.0359387,105.8526911,85.89,13.56,359.91,91.75,11,-1.8,-5.4,359.91,-60,35.9
2026-06-11T08:00:36,21.0358925,105.852641,85.47,13.91,355.59,91.72,11,6.61,-0.37,355.59,-62,33.1
2026-06-11T08:00:38,21.0359071,105.8526645,85.21,13.5,357.07,91.68,11,3.89,-9.22,357.07,-56,27.5
