timestamp,latitude,longitude,altitude_m,ground_speed_mps,heading_deg,battery_percent,gps_satellites,roll_deg,pitch_deg,yaw_deg,signal_rssi_dbm,temperature_c
2026-06-11T08:00:00,21.0381909,105.86218,131.01,19.85,335.88,92.3,15,0.07,-2.13,335.88,-49,38.2
2026-06-11T08:00:02,21.038184,105.8621193,131.07,19.56,338.67,92.28,16,2.43,-3.49,338.67,-53,39.7
2026-06-11T08:00:04,21.038134,105.8620813,130.37,20.29,333.61,92.22,17,-8.68,4.01,333.61,-69,31.2
2026-06-11T08:00:06,21.0381181,105.8620735,130.59,21.06,338.64,92.14,17,9.12,1.11,338.64,-68,28.3
2026-06-11T08:00:08,21.0381661,105.8621116,130.51,20.28,332.79,92.07,17,8.56,-4.0,332.79,-57,39.6
2026-06-11T08:00:10,21.0380937,105.8620475,129.5,19.82,338.21,92.03,16,-1.5,-3.31,338.21,-69,31.1
2026-06-11T08:00:12,21.0381029,105.8620971,129.03,19.68,341.08,91.97,16,2.31,3.0,341.08,-58,28.0
2026-06-11T08:00:14,21.0381478,105.8620739,129.55,19.66,347.32,91.88,17,3.41,-0.72,347.32,-83,39.8
2026-06-11T08:00:16,21.0381703,105.8621424,129.31,19.84,353.83,91.82,16,-10.14,-5.44,353.83,-72,36.1
2026-06-11T08:00:18,21.0382039,105.8621593,129.0,20.46,0.85,91.72,17,-2.58,-6.32,0.85,-91,27.1
2026-06-11T08:00:20,21.0381615,105.8621196,129.73,20.86,359.21,91.68,16,-13.09,7.57,359.21,-57,25.9
2026-06-11T08:00:22,21.0382048,105.8621234,131.22,20.22,352.55,91.6,17,-5.72,-5.05,352.55,-74,32.5
2026-06-11T08:00:24,21.038145,105.8621277,130.23,19.48,359.2,91.54,18,-0.98,7.42,359.2,-75,34.3
2026-06-11T08:00:26,21.0380867,105.8621994,130.35,19.63,3.18,91.48,19,0.7,2.79,3.18,-73,40.5
2026-06-11T08:00:28,21.0380837,105.8621558,129.12,19.32,357.67,91.42,18,-15.0,6.31,357.67,-84,30.8
2026-06-11T08:00:30,21.0380788,105.8620771,130.39,20.03,349.82,91.35,19,8.94,1.94,349.82,-92,34.3
2026-06-11T08:00:32,21.038029,105.8621383,130.2,19.63,352.15,91.26,20,-8.38,-8.42,352.15,-52,29.1
2026-06-11T08:00:34,21.0380713,105.8622039,131.12,19.93,356.04,91.21,20,-2.61,7.07,356.04,-81,27.3
2026-06-11T08:00:36,21.038009,105.8621967,130.98,20.25,353.17,91.14,20,-13.51,0.7,353.17,-81,41.5
2026-06-11T08:00:38,21.0379741,105.8621367,130.79,19.46,345.41,91.11,20,-4.74,-3.77,345.41,-61,42.0
